0.44045672,0.028247444,0.809066497,0.940182577,1.368499473,0.959742342
0.755603422,0.548685391,0.912554808,0.361754068,1.382337914,0.746426876
0.623999155,0.797069357,0.800675204,0.175089043,1.185333507,0.880047778
0.75072365,0.145564742,0.611912575,0.818246367,1.206635643,0.631514757
0.871299392,0.254359327,0.151210771,0.802337919,0.763772852,0.426135784
0.461729868,0.327667452,0.317409997,0.768136061,0.826592716,0.868357362
0.653339447,0.251290484,0.572818658,0.744615074,1.122852548,0.730824958
0.888844962,0.495088385,0.907963641,0.389615859,1.417551352,0.609185423
0.42994289,0.047522136,0.361613098,1.030199348,0.937777149,0.872104966
0.949664614,0.284753728,0.260069418,0.733269478,0.873380952,0.377962564
0.951497648,0.338575927,0.13940664,0.709841992,0.744884417,0.356190965
0.835201633,0.391643113,0.961283307,0.485637331,1.485707439,0.660204548
0.778539011,0.219407004,0.566360367,0.753633775,1.148686138,0.604319259
0.660845008,0.902636165,0.290588871,0.189160481,0.681655704,0.743791593
0.0101631,0.107018633,0.683881062,0.973706791,1.149313032,1.357688656
0.496845253,0.832041759,0.05858398,0.342364137,0.45171326,0.841037412
0.73670735,0.469230079,0.20561551,0.60959136,0.732377195,0.595555442
0.596552421,0.832827192,0.636388211,0.185371755,1.015696081,0.874460143
0.26559686,0.725702119,0.575974811,0.363046945,0.926809684,1.166604227
0.052922797,0.14825005,0.730761321,0.91582573,1.190414697,1.332070499
