0.934191923,0.599796386,0.542824116,23.45078422,5.602247294,15.96354665
0.838003683,0.16870851,0.770442338,23.24170397,5.218703872,15.72673684
0.750926579,0.064824056,0.925138407,23.20211241,5.017218041,15.71485225
0.083641305,0.323698871,0.170780112,22.57483395,5.526116585,16.36974633
0.281435842,0.514302382,0.572595824,23.01358607,5.315453418,16.36466151
0.900333105,0.925977549,0.854250458,23.78550753,5.435895726,16.21813336
0.747503601,0.974497258,0.269774223,23.42939297,5.905187912,16.36050875
0.219465759,0.674197557,0.097662803,22.83608618,5.761379227,16.52154394
0.568932482,0.03376249,0.393084623,22.8056161,5.402663581,15.82157767
0.679469679,0.815223123,0.428094139,23.36935574,5.687713309,16.29599218
0.125952741,0.893384088,0.863503678,23.29596562,5.142573871,16.74265591
0.680314464,0.14850291,0.554831829,23.02496083,5.342532734,15.82395244
0.971252688,0.287314252,0.678173623,23.34979851,5.387655023,15.71638249
0.85789466,0.090753501,0.584799598,23.11332578,5.358946466,15.65754928
0.703142013,0.43413673,0.587545607,23.23021096,5.423259334,16.00978454
0.197432091,0.301817557,0.353610503,22.72253197,5.400275728,16.27381167
0.425285051,0.906418254,0.527011619,23.31900421,5.544422769,16.54021255
0.020254092,0.058810512,0.873820246,22.72532711,4.801203028,16.22726351
0.829353671,0.530282678,0.680506422,23.41285703,5.421368192,15.98852487
0.512978376,0.006061053,0.347475951,22.73158341,5.412585149,15.84155532
